순번,업종명,업소명,도로명주소,지번주소,행정동명,전화번호
3010,일반음식점,옥산골,"대전광역시 서구 갈마로 210, 1층 (내동, 1층일부)",대전광역시 서구 내동 35-3 ,내동,
3011,일반음식점,마스카라,"대전광역시 서구 둔지로 50, 지하1층 B101호 (둔산동, 둔산탑클래스)",대전광역시 서구 둔산동 975 ,둔산2동,
3012,일반음식점,팔천순대 수수호떡 떡볶이 둔산점,"대전광역시 서구 둔산로206번길 30, 1층 일부 (둔산동)",대전광역시 서구 둔산동 1904 ,둔산2동,
3013,일반음식점,대파랑통닭,"대전광역시 서구 남선로23번길 25, 1층 (탄방동)",대전광역시 서구 탄방동 1043 ,탄방동,
3014,일반음식점,옥이네포차,"대전광역시 서구 괴정로134번길 18, 1층 (괴정동, 1층일부)",대전광역시 서구 괴정동 82-22 ,괴정동,042 - 534-3222
3015,일반음식점,양푼이김치찌개전문점,"대전광역시 서구 둔산중로78번길 20, 지하1층 B03호 (둔산동, 명진빌딩)",대전광역시 서구 둔산동 1396 ,둔산1동,
3016,일반음식점,갈비숲,"대전광역시 서구 갈마중로 12, 2층 201호202호 (갈마동, 겔럭시21)",대전광역시 서구 갈마동 352-1 ,갈마2동,
3017,일반음식점,닭발1번지,"대전광역시 서구 월평로 78, 1층 (월평동)",대전광역시 서구 월평동 684-1 ,월평1동,042 - 485-3911
3018,일반음식점,주경야족,"대전광역시 서구 탄방로7번길 43, 1층 (탄방동)",대전광역시 서구 탄방동 844 ,탄방동,
3019,일반음식점,명륜진사갈비 둔산점,"대전광역시 서구 대덕대로233번길 28, 2층 201호 (둔산동, 국제빌딩)",대전광역시 서구 둔산동 1007 ,둔산2동,
3020,일반음식점,비래등,"대전광역시 서구 괴정로 168 (가장동, 1층일부)",대전광역시 서구 가장동 53-2 ,가장동,
3021,일반음식점,유성할매국수 둔산점,"대전광역시 서구 둔산로 8, 1층 110호 (둔산동)",대전광역시 서구 둔산동 1091 ,둔산2동,
3022,일반음식점,꼬오뎅,"대전광역시 서구 만년로22번길 35 (만년동, 1층일부)",대전광역시 서구 만년동 242 ,만년동,
3023,일반음식점,처갓집양념치킨 가장내동점,"대전광역시 서구 괴정로 168, 1층 일부호 (가장동)",대전광역시 서구 가장동 53-2 ,가장동,
3024,일반음식점,슈퍼볼링펍,"대전광역시 서구 관저동로 170, 3층 (관저동, 건양타워 304호일부)",대전광역시 서구 관저동 1896 ,관저1동,
3025,일반음식점,행복한그릇,"대전광역시 서구 용문로 99, 1층 (용문동)",대전광역시 서구 용문동 260-43 ,용문동,
3026,일반음식점,"카페,오늘","대전광역시 서구 장안로 34, 1층 (흑석동)",대전광역시 서구 흑석동 315-2 ,기성동,042 - 583-7119
3027,일반음식점,폴로스터즈(PAUL ROASTERS),"대전광역시 서구 도안중로305번안길 38, 1층 (도안동)",대전광역시 서구 도안동 1462 ,도안동,
3028,일반음식점,이가제면소,"대전광역시 서구 관저북로13번길 14, 1층 101호 (관저동)",대전광역시 서구 관저동 1769 ,관저1동,
3029,일반음식점,푸드디앤티,"대전광역시 서구 용소로12번길 60-20, 1층 (도안동)",대전광역시 서구 도안동 1741 ,도안동,
3030,일반음식점,행오버,"대전광역시 서구 대덕대로185번길 22, 4층 (둔산동, 4층일부)",대전광역시 서구 둔산동 1063 ,둔산2동,
3031,일반음식점,전박사감자탕연구소,"대전광역시 서구 대덕대로185번길 62, 2층 (둔산동, 204호일부)",대전광역시 서구 둔산동 1088-1 ,둔산2동,
3032,일반음식점,impression coffee company 임프레션커피컴퍼니,"대전광역시 서구 탄방로 36, 1층 (탄방동)",대전광역시 서구 탄방동 56-1 ,탄방동,
3033,일반음식점,온누리다온,"대전광역시 서구 한밭대로612번길 18, 1층 (월평동, 1층일부)",대전광역시 서구 월평동 623 ,월평1동,
3034,일반음식점,042짬뽕,"대전광역시 서구 관저남로25번길 23-25, 1층 (관저동)",대전광역시 서구 관저동 1554-2 ,관저2동,
3035,일반음식점,늘솜국수,"대전광역시 서구 복수남로 4, 1층 일부호 (복수동)",대전광역시 서구 복수동 729-1 ,복수동,
3036,일반음식점,봉쥬르돈까스,"대전광역시 서구 갈마로 230, 1층 (내동, 1층일부)",대전광역시 서구 내동 31-8 ,내동,042 -535 -0262
3037,일반음식점,1987 금빛통닭 내동점,"대전광역시 서구 동서대로 967, 1층 105호106호 (내동)",대전광역시 서구 내동 151 ,내동,
3038,일반음식점,본도시락(월평선사점),"대전광역시 서구 대덕대로 319, 1층 117호 (월평동, 대전둔산지구우림필유)",대전광역시 서구 월평동 244 ,월평2동,
3039,일반음식점,우리집식당,"대전광역시 서구 대덕대로127번길 14, 1층 (갈마동)",대전광역시 서구 갈마동 1137 ,갈마2동,
3040,일반음식점,토비푸드,"대전광역시 서구 계룡로354번길 13, 1층 (갈마동)",대전광역시 서구 갈마동 293-29 1층 일부 ,갈마2동,
3041,일반음식점,스와이야기 대전월평점,"대전광역시 서구 월평중로3번길 86, 1(일부)층 (월평동)",대전광역시 서구 월평동 1085 ,월평1동,
3042,일반음식점,승상골외갓집,"대전광역시 서구 승상골길 20, 1층 (매노동)",대전광역시 서구 매노동 254 ,기성동,
3043,일반음식점,더티립스커피(Dirty lips coffee),"대전광역시 서구 대덕대로 319, 1층 123호 (월평동)",대전광역시 서구 월평동 244 ,월평1동,
3044,일반음식점,카페 캔버스,"대전광역시 서구 신갈마로 122, 1층 (갈마동)",대전광역시 서구 갈마동 393-16 ,갈마1동,
3045,일반음식점,현주포차,"대전광역시 서구 관저북로13번길 5, 1층 109호 (관저동)",대전광역시 서구 관저동 1758 ,관저1동,
3046,일반음식점,굳세어라김치찜,"대전광역시 서구 계룡로354번길 142, 1층 (일부)호 (갈마동)",대전광역시 서구 갈마동 376-7 ,갈마2동,
3047,일반음식점,잇미,"대전광역시 서구 관저중로64번길 34, 3층 302호 (관저동)",대전광역시 서구 관저동 1527 ,관저2동,042 -545 -2003
3048,일반음식점,오케이회집,"대전광역시 서구 도안동로31번길 12-19, 1층 (도안동)",대전광역시 서구 도안동 1661 ,도안동,
3049,일반음식점,니배로(NIVERO),"대전광역시 서구 관저중로80번길 37, 1층 (관저동)",대전광역시 서구 관저동 1074 ,관저2동,
3050,일반음식점,하치카페(HACHI CAFE),"대전광역시 서구 계룡로407번길 37, 1층 (갈마동)",대전광역시 서구 갈마동 271-9 ,갈마1동,
3051,일반음식점,선비꼬마김밥 월평점,"대전광역시 서구 청사서로 65, 1층 105호 (월평동, 한아름상가123동)",대전광역시 서구 월평동 222 ,월평2동,
3052,일반음식점,남도집,"대전광역시 서구 둔산로137번길 18, 104호 (둔산동)",대전광역시 서구 둔산동 1484 ,둔산1동,
3053,일반음식점,별주부해물찜탕,"대전광역시 서구 문정로89번길 10, 2층 (탄방동)",대전광역시 서구 탄방동 740 ,탄방동,
3054,일반음식점,소소커피,"대전광역시 서구 대덕대로317번길 20, 1층 182~187호 (월평동)",대전광역시 서구 월평동 245 ,월평2동,
3055,일반음식점,작은뜨락,"대전광역시 서구 도안대로 44, 1층 (관저동)",대전광역시 서구 관저동 1882 ,관저1동,
3056,일반음식점,대동집 가수원점,"대전광역시 서구 용소로12번길 57, 다원주택 1층 (도안동)",대전광역시 서구 도안동 1725 다원주택 ,도안동,042 -542 -6686
3057,일반음식점,아차산매운떡볶이 대전둔산점,"대전광역시 서구 둔산남로191번길 34 (둔산동, 1층일부)",대전광역시 서구 둔산동 1995 ,둔산3동,
3058,일반음식점,해피펌킨스,"대전광역시 서구 문정로112번안길 45 (탄방동, 1층일부)",대전광역시 서구 탄방동 972 ,탄방동,
3059,일반음식점,만객,"대전광역시 서구 둔산중로14번길 15-4 (탄방동, 3층일부)",대전광역시 서구 탄방동 714 ,탄방동,042 -824 -9272
3060,일반음식점,8900원삼겹살비빔밥,"대전광역시 서구 월평중로4번길 57 (월평동, 1층일부)",대전광역시 서구 월평동 767 ,월평1동,
3061,일반음식점,미소꼬마김밥&카페,"대전광역시 서구 계룡로 674-1, 1층 (용문동)",대전광역시 서구 용문동 255-5 ,용문동,
3062,일반음식점,제주뒷고기,"대전광역시 서구 변동로 50 (변동, 1층일부)",대전광역시 서구 변동 50-9 ,변동,
3063,일반음식점,향촌명가 콩나물국밥,"대전광역시 서구 둔산로 14, 1층 101호102호 (둔산동, 그린코아)",대전광역시 서구 둔산동 1082 ,둔산2동,
3064,일반음식점,홍대개미둔산점,"대전광역시 서구 둔산로31번길 13, 2층 (둔산동, 2층일부)",대전광역시 서구 둔산동 986 ,둔산2동,042 -488 -5306
3065,일반음식점,리틀보틀(Little Bottle),"대전광역시 서구 월평로 65, 8층 일부호 (월평동)",대전광역시 서구 월평동 522 ,월평1동,
3066,일반음식점,아수라,"대전광역시 서구 대덕대로 117 (갈마동, 1층일부)",대전광역시 서구 갈마동 1212 ,갈마2동,042 -523 -3682
3067,일반음식점,양푼왕갈비,"대전광역시 서구 도산로369번길 51, 2층 (괴정동)",대전광역시 서구 괴정동 426-11 ,괴정동,
3068,일반음식점,반주,"대전광역시 서구 관저중로96번길 86 (관저동, 1층일부)",대전광역시 서구 관저동 1313 ,관저2동,
3069,일반음식점,청춘문방구,"대전광역시 서구 대덕대로162번길 51, 103호 (갈마동)",대전광역시 서구 갈마동 1426-1 ,갈마2동,
3070,일반음식점,행복한밥상,"대전광역시 서구 복수동로 40 (복수동, 1층일부)",대전광역시 서구 복수동 480 ,복수동,
3071,일반음식점,엄마손김밥,"대전광역시 서구 도산로 172, 1층 일부호 (변동)",대전광역시 서구 변동 62-32 ,변동,042 -535 -5567
3072,일반음식점,황금바다횟집,"대전광역시 서구 도솔로 320, 1층 (괴정동)",대전광역시 서구 괴정동 85-19 ,괴정동,
3073,일반음식점,어나더(Another),"대전광역시 서구 대덕대로195번길 20, 지하1층 (둔산동)",대전광역시 서구 둔산동 1059 ,둔산2동,
3074,일반음식점,연선생,"대전광역시 서구 청사로 128 (월평동, 칼릭스빌딩 1층일부)",대전광역시 서구 월평동 282-3 ,월평2동,
3075,일반음식점,일도씨맥주 도안점,"대전광역시 서구 원도안로179번길 15-12, 1층 (도안동)",대전광역시 서구 도안동 1294 ,도안동,
3076,일반음식점,도마육류정육식당,"대전광역시 서구 도마로 59, 1층 105호 (변동, 모닝빌아파트)",대전광역시 서구 변동 58-4 ,변동,042 -226 -2922
3077,일반음식점,낭만식당,"대전광역시 서구 월평북로 85 (월평동, 1층일부)",대전광역시 서구 월평동 237 ,월평2동,042 -483 -4997
3078,일반음식점,애플블러썸 다빈치병원점,"대전광역시 서구 계룡로553번길 60 (탄방동, 창암재활병원 1층일부)",대전광역시 서구 탄방동 664 ,탄방동,
3079,일반음식점,페리카나 용문분점,"대전광역시 서구 용문로 35-18 (괴정동, 1층일부)",대전광역시 서구 괴정동 425-16 ,괴정동,042 -524 -8030
3080,일반음식점,황금새우나라,"대전광역시 서구 신갈마로167번길 6, 1층 (갈마동)",대전광역시 서구 갈마동 337-16 ,갈마1동,042 -523 -8245
3081,일반음식점,낮보단밤,대전광역시 서구 계룡로299번길 29 (월평동),대전광역시 서구 월평동 973 ,월평1동,
3082,일반음식점,진배기할매순대국밥,"대전광역시 서구 탄방로7번길 133, 1층 (탄방동, 1층일부)",대전광역시 서구 탄방동 1166 ,탄방동,
3083,일반음식점,둔산반점,"대전광역시 서구 둔산중로78번길 30, 1층 101호 (둔산동, 둔산법조빌딩)",대전광역시 서구 둔산동 1394 ,둔산1동,
3084,일반음식점,디퍼센트,"대전광역시 서구 대덕대로175번길 30, 2층 201호 (둔산동, 리마)",대전광역시 서구 둔산동 1115 ,둔산2동,
3085,일반음식점,두리,"대전광역시 서구 관저중로 70, 1층 (관저동, 101호 일부)",대전광역시 서구 관저동 1106 ,관저2동,
3086,일반음식점,석이네601,"대전광역시 서구 한밭대로570번길 40, 2층 (월평동)",대전광역시 서구 월평동 498 ,월평1동,
3087,일반음식점,동대문떡볶이 동떡 갈마월평점,"대전광역시 서구 월평로90번길 27, 1층 (월평동)",대전광역시 서구 월평동 721 ,월평1동,
3088,일반음식점,별빛에반하다,"대전광역시 서구 관저남로12번길 15-30, 1층 (관저동)",대전광역시 서구 관저동 1570-3 ,관저2동,
3089,일반음식점,성심식당,"대전광역시 서구 갑천도시고속도로 1893, 지하1층 (월평동, 성심장례예식장1동 지하1층일부)",대전광역시 서구 월평동 163-3 ,월평1동,042 -522 -4494
3090,일반음식점,김밥천국마치광장점,"대전광역시 서구 관저중로64번길 36, 1층 104호 (관저동)",대전광역시 서구 관저동 1526 ,관저2동,
3091,일반음식점,대게마을,"대전광역시 서구 도안동로11번길 62, 1층 107(일부),108,109호 (도안동)",대전광역시 서구 도안동 1761 ,도안동,
3092,일반음식점,향이문아빠손짜장,"대전광역시 서구 도안동로11번길 62, 1층 103,104호 (도안동)",대전광역시 서구 도안동 1761 ,도안동,
3093,일반음식점,멘야산다이메 대전점,"대전광역시 서구 둔산로31번길 13, 1층 (둔산동, 1층일부)",대전광역시 서구 둔산동 986 ,둔산2동,
3094,일반음식점,쌈빡마녀,"대전광역시 서구 관저북로51번길 7-4, 1층 (관저동, 1층일부)",대전광역시 서구 관저동 1851 ,관저1동,
3095,일반음식점,커피콩이야기,"대전광역시 서구 둔산로 228, 1층 (둔산동, 1층일부)",대전광역시 서구 둔산동 1839 ,둔산3동,042 -484 -9135
3096,일반음식점,라니샌드&커피,"대전광역시 서구 만년남로 5, 1층 (만년동, 1층일부)",대전광역시 서구 만년동 268 ,만년동,
3097,일반음식점,피에노(pieno),"대전광역시 서구 둔산로31번길 38, 2층 (둔산동, 우전빌딩 2층일부)",대전광역시 서구 둔산동 1008 ,둔산2동,
3098,일반음식점,조선명태골,"대전광역시 서구 계룡로 674, 1층 (용문동, 1층일부)",대전광역시 서구 용문동 255-50 ,용문동,
3099,일반음식점,차이나전가복,"대전광역시 서구 둔산남로180번길 7, 1층 (탄방동)",대전광역시 서구 탄방동 1260 ,탄방동,
3100,일반음식점,현대옥가수원점,"대전광역시 서구 계백로 1149, 효진빌딩 1층 109호110호 (도안동)",대전광역시 서구 도안동 1784 효진빌딩 ,도안동,
3101,일반음식점,청주닭발,"대전광역시 서구 도안남로 142, 1층 102호 (관저동, 도안프라자)",대전광역시 서구 관저동 1750 ,관저1동,
3102,일반음식점,이현커피,"대전광역시 서구 가장로 31, 1층 (괴정동)",대전광역시 서구 괴정동 69-28 ,괴정동,042 -536 -1210
3103,일반음식점,아라식당,"대전광역시 서구 도마로 76, 1층 (도마동)",대전광역시 서구 도마동 70-34 ,도마1동,042 -524 -6665
3104,일반음식점,아라식당,"대전광역시 서구 도마로 76, 2층 (도마동)",대전광역시 서구 도마동 70-34 ,도마1동,042 -524 -6665
3105,일반음식점,마담김밥,"대전광역시 서구 구봉로 137, 1층 103호 (관저동)",대전광역시 서구 관저동 1541 ,관저2동,
3106,일반음식점,채플린,"대전광역시 서구 대덕대로185번길 60, 2층 201호202호 (둔산동, 둔산플러스)",대전광역시 서구 둔산동 1086 ,둔산2동,042 -485 -0958
3107,일반음식점,역전할머니맥주(관저점),"대전광역시 서구 관저중로64번길 34, 1층 107호108호 (관저동, 마코빌딩)",대전광역시 서구 관저동 1527 ,관저2동, 042- 543-7624
3108,일반음식점,지식당,"대전광역시 서구 만년남로3번길 9, 1층 (만년동)",대전광역시 서구 만년동 274 ,만년동,042 -488 -3888
3109,일반음식점,꽃돼지,"대전광역시 서구 갈마중로8번길 10, 1층 (갈마동, 1층일부)",대전광역시 서구 갈마동 361-18 ,갈마2동,
3110,일반음식점,잔치국수,"대전광역시 서구 갈마중로7번길 42, 1층 109호 (갈마동, 동산맨션상가동)",대전광역시 서구 갈마동 343-1 ,갈마2동,
3111,일반음식점,청춘회포차,"대전광역시 서구 도마로 11, 1층 (도마동)",대전광역시 서구 도마동 26-29 ,도마1동,
3112,일반음식점,스시랑카,"대전광역시 서구 도안북로117번길 66, 1(일부)층 (도안동, 길연빌)",대전광역시 서구 도안동 884 ,도안동,042 -823 -8238
3113,일반음식점,스와이야기 대전탄방점,"대전광역시 서구 둔산남로179번길 21, 1(일부)층 (둔산동)",대전광역시 서구 둔산동 1934 ,둔산3동,
3114,일반음식점,맞나 맛나 만나,"대전광역시 서구 관저남로83번길 48, 1층 (관저동)",대전광역시 서구 관저동 1606-9 ,관저2동,
3115,일반음식점,대대손손,"대전광역시 서구 용소로12번길 54, 1층 (도안동)",대전광역시 서구 도안동 1727 ,도안동,042 -543 -8745
3116,일반음식점,혜순이네간장게장,"대전광역시 서구 도솔로308번길 6-1, 1(일부)층 (괴정동)",대전광역시 서구 괴정동 89-16 ,괴정동,042 -526 -2840
3117,일반음식점,1도씨맥주 월평점,"대전광역시 서구 월평로 52, 1(일부)층 (월평동)",대전광역시 서구 월평동 913 ,월평1동,
3118,일반음식점,자연김밥,"대전광역시 서구 탄방로 12, 1층 103호 (탄방동, 네스트빌)",대전광역시 서구 탄방동 795 ,탄방동,
3119,일반음식점,바다꽃소바&해물칼국수 맛짱족발보쌈,"대전광역시 서구 둔산로51번길 16, 지하1층 (둔산동)",대전광역시 서구 둔산동 1281 ,둔산2동,
3120,일반음식점,황제명태덕장,"대전광역시 서구 복수동로73번길 43, 1(일부)층 (복수동)",대전광역시 서구 복수동 896 ,복수동,042 -583 -8488
3121,일반음식점,파스쿠찌 대전롯데점,"대전광역시 서구 계룡로 599, 1(일부)층 (탄방동, MG한밭빌딩)",대전광역시 서구 탄방동 91-23 ,탄방동,042 -484 -8497
3122,일반음식점,햇살머믄꼬마김밥,"대전광역시 서구 관저중로 92, 1(일부)층 (관저동)",대전광역시 서구 관저동 1017 ,관저2동,
3123,일반음식점,"맛,가격,서비스가 좋은 착한 막창","대전광역시 서구 관저로 142, 2층 202, 203호 (관저동)",대전광역시 서구 관저동 1515 ,관저2동,
3124,일반음식점,공주칼국수가수원점,"대전광역시 서구 원도안로25번길 8-3, 1층 (도안동)",대전광역시 서구 도안동 1595 ,도안동,
3125,일반음식점,변가네연탄구이,"대전광역시 서구 벌곡로1379번길 17-12, 1(일부)층 (가수원동)",대전광역시 서구 가수원동 768-5 ,가수원동,
3126,일반음식점,더콤포트디저트 회란,"대전광역시 서구 관저남로25번길 14-11, 1(일부)층 (관저동)",대전광역시 서구 관저동 1560-6 ,관저2동,
3127,일반음식점,탕화쿵푸,"대전광역시 서구 둔산로31번길 38, 2(일부)층 (둔산동, 우전빌딩)",대전광역시 서구 둔산동 1008 ,둔산2동,
3128,일반음식점,생두의눈물,"대전광역시 서구 도안남로 114, 1(일부)층 (관저동)",대전광역시 서구 관저동 1743 ,관저1동,070 -4150-9114
3129,일반음식점,다다래갈비본가,"대전광역시 서구 관저동로 170, 201,202호 (관저동)",대전광역시 서구 관저동 1896 건양 타워 ,관저1동,
3130,일반음식점,양지수산회센타,"대전광역시 서구 신갈마로 208, 1층 (갈마동)",대전광역시 서구 갈마동 307-29 ,갈마1동,
3131,일반음식점,충만치킨가수원,"대전광역시 서구 도안동로11번길 48, 유앤아이 프라자 1층 101호, 102호 (도안동)",대전광역시 서구 도안동 1763 유앤아이 프라자 ,도안동,042 -543 -1399
3132,일반음식점,왕구포차,"대전광역시 서구 관저동로93번길 16-4, 1층 (관저동)",대전광역시 서구 관저동 1274 ,관저2동, 042- 545-1918
3133,일반음식점,미카사로,"대전광역시 서구 용문로 35-18, 1(일부)층 (괴정동)",대전광역시 서구 괴정동 425-16 ,괴정동,
3134,일반음식점,더드림,"대전광역시 서구 월평북로 11, 1층 109호 (월평동, 주공아파트1단지상가)",대전광역시 서구 월평동 218 주공아파트 ,월평2동,
3135,일반음식점,원두볶는하마,"대전광역시 서구 도솔로 434-15, 1(일부)층 (탄방동)",대전광역시 서구 탄방동 61-13 ,탄방동,
3136,일반음식점,(주)모로미둔산,"대전광역시 서구 둔산남로 104, 2(일부)층 (탄방동, 가야빌딩)",대전광역시 서구 탄방동 725 ,탄방동,
3137,일반음식점,마시구,"대전광역시 서구 둔산로 234-1, 지하1층 (둔산동)",대전광역시 서구 둔산동 1848 ,둔산3동,
3138,일반음식점,앨리스스프링스,"대전광역시 서구 둔산대로117번길 22, 1층 (만년동, 혜지빌딩)",대전광역시 서구 만년동 377 ,만년동,
3139,일반음식점,싱포차,"대전광역시 서구 도마로 11, 2층 (도마동)",대전광역시 서구 도마동 26-29 ,도마1동,
3140,일반음식점,룸카페공감,"대전광역시 서구 도마로 11, 3층 (도마동)",대전광역시 서구 도마동 26-29 ,도마1동,
3141,일반음식점,옛날고기,"대전광역시 서구 용소로12번길 6-3, 1층 일부호 (도안동)",대전광역시 서구 도안동 1656 ,도안동,
3142,일반음식점,장인닭갈비,"대전광역시 서구 청사로123번길 33, 1층 (월평동)",대전광역시 서구 월평동 261 ,월평2동,042 -486 -1399
3143,일반음식점,시민회관 정육식당,"대전광역시 서구 도마2길 58, 2층 (도마동)",대전광역시 서구 도마동 141-18 외 2필지 ,도마1동,
3144,일반음식점,제주똥돼지오겹살,"대전광역시 서구 둔산북로 36, 1층 111호 (둔산동)",대전광역시 서구 둔산동 963 ,둔산2동,042 -489 -5999
3145,일반음식점,고요한아침이슬,"대전광역시 서구 대덕대로 408, 8(일부)층 (만년동)",대전광역시 서구 만년동 301 ,만년동,
3146,일반음식점,조선갈매기,"대전광역시 서구 도안동로 9, 리더스프라자비 1층 113,114,115,116호 (도안동)",대전광역시 서구 도안동 1794 리더스프라자비 ,도안동,042 -364 -2880
3147,일반음식점,186 아메리칸비스트로(American Bistro),"대전광역시 서구 갈마로 186, 1층 (괴정동, 렛루즈빌딩)",대전광역시 서구 괴정동 136-1 렛루즈빌딩 ,괴정동,042 -526 -0186
3148,일반음식점,렛루즈카페테리아(LET LOOSE CAFE),"대전광역시 서구 갈마로 186, 2층 (괴정동, 렛루즈빌딩)",대전광역시 서구 괴정동 136-1 렛루즈빌딩 ,괴정동,042 -527 -1186
3149,일반음식점,사포닌포크,"대전광역시 서구 도솔로 425, 1층 (탄방동)",대전광역시 서구 탄방동 62-13 ,탄방동,042 -525 -6200
3150,일반음식점,브라운돈까스,"대전광역시 서구 관저동로 170, 2층 211호 (관저동, 건양타워)",대전광역시 서구 관저동 1896 건양 타워 ,관저1동,
3151,일반음식점,커피마루,"대전광역시 서구 갈마중로8번길 26, 1층 (갈마동)",대전광역시 서구 갈마동 361-22 ,갈마2동,
3152,일반음식점,삼요소,"대전광역시 서구 갈마역로 1, 2(일부)층 (갈마동)",대전광역시 서구 갈마동 906 ,갈마1동,
3153,일반음식점,도마쫄데기,"대전광역시 서구 도마로 46-1, 1(일부)층 (도마동)",대전광역시 서구 도마동 41-8 ,도마1동,042 -537 -9983
3154,일반음식점,대중음식점 다온,"대전광역시 서구 계룡로629번길 13, 1(일부)층 (탄방동)",대전광역시 서구 탄방동 83-23 ,탄방동,042 -532 -9992
3155,일반음식점,미세노센세,"대전광역시 서구 둔지로 52, 1층 102호 (둔산동, 갤러리빌7차)",대전광역시 서구 둔산동 974 갤러리빌7차 ,둔산2동,042 -483 -0366
3156,일반음식점,스모키하우스,"대전광역시 서구 둔산남로9번길 29, 6(일부)층 (둔산동)",대전광역시 서구 둔산동 1202 에스타워 ,둔산2동,
3157,일반음식점,헹헹,"대전광역시 서구 월평로 81, 지하1층 (월평동)",대전광역시 서구 월평동 639 ,월평1동,
3158,일반음식점,영민실업,"대전광역시 서구 갈마로 45, 지하1(일부)층 (갈마동)",대전광역시 서구 갈마동 362-1 ,갈마2동,
3159,일반음식점,성균관,"대전광역시 서구 원도안로207번길 8-50, 1층 (도안동)",대전광역시 서구 도안동 1138 ,도안동,042 -541 -2003
3160,일반음식점,우츠,"대전광역시 서구 갈마역로25번길 35, 1층 (갈마동)",대전광역시 서구 갈마동 876 ,갈마1동,
3161,일반음식점,맛울림감자탕,"대전광역시 서구 계백로1286번길 40, 1(일부)층 (정림동)",대전광역시 서구 정림동 604 ,정림동,
3162,일반음식점,제육데이,"대전광역시 서구 도산로 298-5, 1층 (가장동)",대전광역시 서구 가장동 47-9 ,가장동,
3163,일반음식점,굽네치킨,"대전광역시 서구 대덕대로195번길 63, 더팰리스 1층 104호105호 (둔산동)",대전광역시 서구 둔산동 1088 ,둔산2동,
3164,일반음식점,축제갈비관저점,"대전광역시 서구 관저남로25번길 23-11, 1층 102호~105호 (관저동)",대전광역시 서구 관저동 1553-2 ,관저2동,042 -546 -9282
3165,일반음식점,한민순대,"대전광역시 서구 도마시장2길 39, 1(일부)층 (도마동)",대전광역시 서구 도마동 134-5 ,도마1동,042 -535 -4641
3166,일반음식점,리파인 둔산점,"대전광역시 서구 대덕대로185번길 62, 2층 203호 (둔산동, 더하임)",대전광역시 서구 둔산동 1088-1 더하임 ,둔산2동,
3167,일반음식점,디바빈,"대전광역시 서구 배재로 203, 1층 (도마동)",대전광역시 서구 도마동 417-2 ,도마2동,
3168,일반음식점,그리스,"대전광역시 서구 둔산로137번길 28, 5층 (둔산동)",대전광역시 서구 둔산동 1481 ,둔산1동,
3169,일반음식점,꼴통,"대전광역시 서구 갈마역로25번길 59, 1(우측)층 (갈마동)",대전광역시 서구 갈마동 266-23 ,갈마1동,
3170,일반음식점,콩순이싸돈24시,"대전광역시 서구 월평중로 20, 1층 (월평동)",대전광역시 서구 월평동 521 ,월평1동,042 -933 -3903
3171,일반음식점,동양한식뷔페,"대전광역시 서구 둔산로123번길 28, 청림빌딩 2층 일부호 (둔산동)",대전광역시 서구 둔산동 1474 2층 일부호,둔산1동,
3172,일반음식점,하얼번,"대전광역시 서구 대덕대로135번길 11, 1층 일부 (갈마동)",대전광역시 서구 갈마동 1132 ,갈마1동,
3173,일반음식점,모선,"대전광역시 서구 계룡로585번길 24, 1층 (탄방동)",대전광역시 서구 탄방동 54-1 ,탄방동,
3174,일반음식점,한끼,"대전광역시 서구 월평로 4, 1층 일부호 (월평동)",대전광역시 서구 월평동 1158 ,월평1동,042 -221 -0808
3175,일반음식점,제일장칼국수,"대전광역시 서구 관저동로93번길 66, 1층 (관저동)",대전광역시 서구 관저동 1225 ,관저2동,
3176,일반음식점,동경디저트,"대전광역시 서구 복수동로52번길 49, 1층 일부호 (복수동)",대전광역시 서구 복수동 585 ,복수동,042 -582 -5969
3177,일반음식점,소가,"대전광역시 서구 도솔로412번길 55, 1층 일부호 (탄방동)",대전광역시 서구 탄방동 85-6 ,탄방동,
3178,일반음식점,수정이네뒷고기,"대전광역시 서구 정림동로7번길 22, 무지개종합시장 1층 103호 (정림동)",대전광역시 서구 정림동 610 무지개종합시장 ,정림동, 042- 583-7316
3179,일반음식점,송이네손수제비,"대전광역시 서구 계백로1300번길 56, 1층 (정림동)",대전광역시 서구 정림동 126-14 ,정림동,042 -343 -5555
3180,일반음식점,에어온,"대전광역시 서구 대덕대로220번길 32, 1(일부)층 (둔산동)",대전광역시 서구 둔산동 1285 ,둔산2동,042 -476 -3333
3181,일반음식점,신통치킨둔산녹원점,"대전광역시 서구 계룡로491번길 8, 1층 105호 (둔산동, 갤러리빌4차)",대전광역시 서구 둔산동 1141 갤러리빌4차 ,둔산2동,
3182,일반음식점,논산회관,"대전광역시 서구 도솔로499번길 5, 1층 (용문동)",대전광역시 서구 용문동 227-13 ,용문동,
3183,일반음식점,숯땡이,"대전광역시 서구 계백로1158번길 7-6, 1층 (가수원동)",대전광역시 서구 가수원동 765-2 ,가수원동,042 -541 -3380
3184,일반음식점,노랑통닭 둔산3동점,"대전광역시 서구 둔산남로199번길 35, 1(일부)층 (둔산동)",대전광역시 서구 둔산동 2017 ,둔산3동,
3185,일반음식점,별미동태,"대전광역시 서구 원도안로241번길 14-4, 1(일부)층 (도안동)",대전광역시 서구 도안동 1025 ,도안동,042 -532 -7240
